signal_time,fill_time,symbol,side,qty,fill_price,commission,slip,slip_dir,strategy_id,exit_reason,is_maker
2024-05-15,2024-05-17,BTC-USDT,buy,0.08507831711176715,71414.58662475478,3.0379164236333263,71.34324338137341,positive,TrendUp,signal,True
2024-05-19,2024-05-20,BTC-USDT,sell,0.08507831711176715,71039.43874047151,6.043915896603791,71.11054928976127,negative,TrendUp,Close below SMA30,False
2024-07-17,2024-07-18,BNB-USDT,short,0.6078925463644208,10301.851077760408,6.262418483926828,10.31216324100141,negative,TrendDown,signal,False
2024-07-19,2024-07-20,BNB-USDT,cover,0.6078925463644208,10367.900140937434,6.302569217126495,10.357542598339096,positive,TrendDown,Close above SMA30,False
2024-07-13,2024-07-26,ETH-USDT,buy,0.632497236836653,8349.586180455075,5.281090187867338,8.341244935519557,positive,TrendUp,signal,False
2024-07-26,2024-07-27,ETH-USDT,sell,0.632497236836653,8502.935894503773,5.378083458272831,8.511447341845619,negative,TrendUp,Close below SMA30,False
2024-07-27,2024-07-28,BTC-USDT,short,0.11859699977714182,55362.45099022617,6.565820587749878,55.41786885908525,negative,TrendDown,signal,False
2024-07-27,2024-07-28,ETH-USDT,buy,0.7356404729248812,8330.57776062111,6.128310163560812,8.322255505115995,positive,TrendUp,signal,False
2024-07-28,2024-07-29,ETH-USDT,sell,0.7356404729248812,8499.560062194809,6.2526203838064225,8.508068130325134,negative,Router,StateSwitch,False
2024-08-03,2024-08-04,SOL-USDT,buy,0.2704638092672169,17092.881062114986,4.623005723411092,17.07580525685813,positive,TrendUp,signal,False
2024-08-05,2024-08-06,SOL-USDT,sell,0.2704638092672169,17577.22304361028,4.754002700714341,17.59481786147175,negative,Router,StateSwitch,False
2024-08-06,2024-08-07,BTC-USDT,cover,0.11859699977714182,57437.52276644295,6.811917874731413,57.38014262381913,positive,TrendDown,Close above SMA30,False
2024-09-16,2024-09-17,BTC-USDT,buy,0.04079535795208086,67492.51248833483,2.753381206046907,67.4250874009339,positive,TrendBreakout,signal,False
2024-09-23,2024-09-24,BNB-USDT,short,0.7001045212616218,8543.66333776108,5.981457330903691,8.552215553314394,negative,TrendDown,signal,False
2024-09-25,2024-09-26,BNB-USDT,cover,0.7001045212616218,8783.673329058258,6.149489410958807,8.774898430627632,positive,TrendDown,Close above SMA30,False
2024-09-27,2024-09-28,BTC-USDT,sell,0.04079535795208086,64102.39593592805,2.615080187792198,64.16656249842647,negative,TrendBreakout,Breakout Exit (Below Low10),False
2024-11-11,2024-11-22,BTC-USDT,short,0.09871950686695816,59121.90010166438,2.9182424115369354,59.18108118284723,negative,TrendDown,signal,True
2024-11-22,2024-11-23,BTC-USDT,cover,0.09871950686695816,57448.70829337815,5.671308152866021,57.391316976401754,positive,TrendDown,Close above SMA30,False
2024-11-23,2024-11-24,BTC-USDT,short,0.11348777215106698,57994.41508422924,6.581656965113409,58.05246755178102,negative,TrendDown,signal,False
2024-11-25,2024-11-26,BTC-USDT,cover,0.11348777215106698,58635.269069154725,6.654386056136737,58.576692376777956,positive,TrendDown,Close above SMA30,False
2024-11-29,2024-11-30,SOL-USDT,buy,0.39457101499839253,13971.151534655915,5.512611441725534,13.957194340315603,positive,TrendUp,signal,False
2024-12-01,2024-12-02,ETH-USDT,buy,1.1452026164443867,4369.148787205174,5.003560622742184,4.364784003201972,positive,TrendUp,signal,False
2024-12-01,2024-12-02,SOL-USDT,sell,0.39457101499839253,13886.601547008306,5.4792504672813145,13.900502049057362,negative,Router,StateSwitch,False
2024-12-03,2024-12-04,ETH-USDT,sell,1.1452026164443867,4439.67621399106,5.084328816428471,4.444120334325386,negative,TrendUp,Close below SMA30,False
2024-12-16,2024-12-17,BTC-USDT,short,0.10337643697658037,56671.64335867728,2.929256284013771,56.72837173040769,negative,TrendDown,signal,True
2024-12-26,2024-12-27,SOL-USDT,short,0.4548914598728843,14171.60589895086,6.446542496116936,14.185791690641501,negative,TrendDown,signal,False
2024-12-28,2024-12-29,SOL-USDT,cover,0.4548914598728843,14957.69714110049,6.804128688851671,14.94275438671378,positive,TrendDown,Close above SMA30,False
2025-01-07,2025-01-08,BTC-USDT,cover,0.10337643697658037,55613.47871249151,5.7491232771702725,55.557920791699814,positive,TrendDown,Stop/Trail hit,False
2025-01-18,2025-01-19,ETH-USDT,buy,0.7755233915361958,5810.043814658995,4.5058248841182404,5.804239575083911,positive,TrendBreakout,signal,False
2025-01-23,2025-01-24,ETH-USDT,sell,0.7755233915361958,5370.59885479901,4.165025038454137,5.375974829628639,negative,TrendBreakout,Breakout Exit (Below Low10),False
2025-02-07,2025-02-08,BNB-USDT,buy,0.8393990642852819,6619.567228563713,5.556458537629897,6.612954274289424,positive,TrendBreakout,signal,False
2025-02-12,2025-02-13,BNB-USDT,sell,0.8393990642852819,6304.908769513321,5.292334521533549,6.311219989502824,negative,TrendBreakout,Breakout Exit (Below Low10),False
2025-02-18,2025-02-19,SOL-USDT,buy,0.42410601884217697,13987.446220982987,2.966080065275074,13.973472748234753,positive,TrendUp,signal,True
2025-02-19,2025-02-20,SOL-USDT,sell,0.42410601884217697,13543.036358081821,5.743683232860937,13.556592951032854,negative,Router,StateSwitch,False
2025-02-20,2025-02-21,BTC-USDT,buy,0.10428303396753,51894.01474903113,2.705832651392358,51.84217257645468,positive,TrendUp,signal,True
2025-02-22,2025-02-23,BTC-USDT,sell,0.10428303396753,52204.799788723685,5.444074909635575,52.25705684556926,negative,Router,StateSwitch,False
2025-03-18,2025-03-19,ETH-USDT,short,1.2353582129358067,5094.172262022847,6.2931275419997,5.0992715335564025,negative,TrendDown,signal,False
2025-03-20,2025-03-21,ETH-USDT,cover,1.2353582129358067,5344.397330093701,6.602245134923452,5.33905827182188,positive,TrendDown,Close above SMA30,False
2025-05-31,2025-06-03,BTC-USDT,short,0.15123670289094052,39009.923779794895,5.899732252483076,39.04897275254744,negative,TrendDown,signal,False
2025-06-02,2025-06-03,BTC-USDT,short,0.1545044661813328,39009.923779794895,6.02720744937169,39.04897275254744,negative,TrendDown,signal,False
2025-06-04,2025-06-05,BTC-USDT,cover,0.30574116907227333,40258.484822567305,12.3086762147301,40.218266556011294,positive,TrendDown,Close above SMA30,False
2025-10-09,2025-10-10,BTC-USDT,buy,0.1702260400011875,27689.042437348966,4.7133960455347435,27.66138105629268,positive,TrendBreakout,signal,False
2025-10-16,2025-10-17,BTC-USDT,sell,0.1702260400011875,27232.368488835968,4.635658247707669,27.25962811695292,negative,Router,StateSwitch,False
2026-01-26,2026-01-27,BTC-USDT,buy,0.19842377789856322,21164.9079319579,4.199620990734354,21.143764167790113,positive,TrendBreakout,signal,False
2026-01-30,2026-01-31,BTC-USDT,sell,0.19842377789856322,20520.86033047131,4.071826632500876,20.541401732203514,negative,Router,StateSwitch,False
